provision_id,source_type,part_chapter,article_section,title,verbatim_text_excerpt,simplified_explanation,keywords,landmark_case_1,lc1_year,lc1_holding_summary,landmark_case_2,lc2_year,lc2_holding_summary,upsc_relevance,category,enforcement_year,nodal_ministry,legal_classification,punishment_quantum,exceptions_and_limitations,cross_references,bench_strength,current_precedent_status,primary_source_url,current_law_mapping,row_status
IND-269,Landmark Case,Election Law,1995,T.N. Seshan v. Union of India,"The Election Commission has the plenary power under Article 324 to ensure free and fair elections. It can issue directions and enforce them without specific statutory authority. The power of superintendence, direction and control is complete in itself — Supreme Court 1995","T.N. Seshan, as CEC, asserted ECI's independence and wide powers under Article 324. SC confirmed that Article 324 gives ECI all necessary powers for free and fair elections including enforcement of Model Code of Conduct, power to postpone elections, and power to cancel elections if vitiating.","Article 324,Election Commission,T.N. Seshan,Free and Fair Elections,Model Code of Conduct,Plenary Powers",T.N. Seshan v. Union of India,1995.0,Article 324 gives ECI complete and plenary power over elections; power is not confined by existing laws,Union of India v. Association for Democratic Reforms,2002.0,ECI can direct disclosure of criminal antecedents and assets by candidates under Article 324,High,Landmark Cases - Elections,1995,Ministry of Law and Justice,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-270,Landmark Case,Right to Life,1985,Olga Tellis v. Bombay Municipal Corporation,The right to livelihood is an integral component of the right to life under Article 21. A person who is deprived of their livelihood is deprived of life itself. Pavement dwellers cannot be evicted without providing alternative accommodation — Chandrachud CJ,"Pavement dwellers in Mumbai filed PILs challenging eviction orders. SC held right to livelihood is part of right to life under Article 21. State cannot evict the poor without providing alternative accommodation. However, the state's obligation to clear pavements for public use was also recognized — balancing two constitutional concerns.","Right to Livelihood,Article 21,Pavement Dwellers,Eviction,Alternative Accommodation,Urban Poor",Olga Tellis v. Bombay Municipal Corporation,1985.0,Right to livelihood is part of Article 21; pavement dwellers cannot be evicted without rehabilitation,Chameli Singh v. State of UP,1996.0,Right to shelter is a Fundamental Right; right to life includes right to decent housing,High,Landmark Cases - Right to Life,1985,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-271,Landmark Case,Right to Education,1992,Unni Krishnan v. State of Andhra Pradesh,"The right to education up to the age of 14 years is a Fundamental Right under Article 21 read with Article 45 of the Constitution. Beyond 14 years, it is subject to the limits of State's economic capacity — Supreme Court 1993","Before the 86th Amendment (2002), SC derived right to education from Article 21. Held that charging capitation fees for admission to professional colleges was unconstitutional as it denied equal access to education. The 86th Amendment later gave explicit constitutional status to elementary education as a Fundamental Right under Article 21A.","Right to Education,Article 21,Article 45,Capitation Fee,86th Amendment,Unni Krishnan",Unni Krishnan v. State of AP,1993.0,Right to education up to 14 years is a Fundamental Right derived from Article 21; capitation fees are unconstitutional,Miss Mohini Jain v. State of Karnataka,1992.0,Capitation fees in educational institutions are unconstitutional; right to education is a Fundamental Right,High,Landmark Cases - Education,1992,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-272,Landmark Case,Federalism,1994,S.R. Bommai v. Union of India,"Federalism is a basic feature of our Constitution. The floor of the House is the only forum for testing majority. The President's satisfaction for invoking Article 356 must be based on objective materials, not subjective satisfaction alone — Nine judge bench","President's Rule imposed in several states (Karnataka, Meghalaya, Mizoram, Nagaland, Rajasthan, Himachal Pradesh) was challenged. SC's landmark 9-judge decision: federalism is basic structure; President's Rule is subject to judicial review; government cannot be dismissed merely to serve the ruling party's interests; floor test is the only way to test majority.","SR Bommai,President's Rule,Article 356,Federalism,Basic Structure,Floor Test,Judicial Review",S.R. Bommai v. Union of India,1994.0,Federalism is basic structure; President's Rule subject to judicial review; floor test mandatory before dismissal of government,Rameshwar Prasad v. Union of India,2006.0,Bihar President's Rule struck down as imposed to prevent majority party from forming government — applying SR Bommai,High,Landmark Cases - Federalism,1994,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Constitution Bench,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-273,Landmark Case,Judicial Independence,1993,Supreme Court Advocates on Record Association v. Union of India (Second Judges Case),The opinion of the Chief Justice of India formed after consultation with a collegium of judges should have primacy. The executive cannot override the judicial recommendation in matters of appointment and transfer of judges — Nine judge bench,"Overruled S.P. Gupta (1981 — First Judges Case) where government's view prevailed in judicial appointments. Established the collegium system: for SC appointments, CJI must consult 2 senior-most judges; for HC appointments, CJI must consult 2 senior-most SC judges. Collegium's view is binding on the executive.","Second Judges Case,Collegium System,Judicial Appointments,CJI Primacy,Independence of Judiciary,NJAC",SCAORA v. Union of India (Second Judges Case),1993.0,Collegium system established; CJI's view on judicial appointments is binding on government,SCAORA v. Union of India (NJAC Case),2015.0,National Judicial Appointments Commission (99th Amendment) struck down; collegium system reaffirmed as basic structure,High,Landmark Cases - Judicial Independence,1993,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-274,Landmark Case,Right to Life,1999,Francis Coralie Mullin v. Administrator,"The right to live with human dignity, enshrined in Article 21 derives its life breath from the Directive Principles of State Policy. It includes the bare necessities of life such as adequate nutrition, clothing and shelter and facilities for reading, writing and expressing oneself in diverse forms — Bhagwati J","Prisoner filed petition challenging prison conditions. SC expansively interpreted Article 21 to include human dignity, bare necessities, and facilities for development. This case marked the beginning of systematic expansion of Article 21 to include socio-economic rights through judicial interpretation.","Francis Coralie,Human Dignity,Article 21,Prison Conditions,Bare Necessities,Socio-Economic Rights",Francis Coralie Mullin v. Administrator,1981.0,Article 21 includes right to live with human dignity; prison conditions must respect this,Paschim Banga Khet Mazdoor Samity v. State of West Bengal,1996.0,Right to emergency medical treatment is a Fundamental Right under Article 21,High,Landmark Cases - Human Dignity,1999,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-275,Landmark Case,Anti-Corruption,1997,Vineet Narain v. Union of India (Hawala Case),"The CBI and other investigative agencies must be free from political interference. No one, howsoever high he may be, is above the law — Supreme Court 1997",Investigations into hawala transactions implicating top politicians and bureaucrats were being suppressed. SC took suo motu cognizance based on journalist's petition. Monitored CBI investigation for 2 years. Directed CBI to be insulated from political pressure. Led to creation of CVC as statutory body and increased accountability of CBI.,"Vineet Narain,Hawala Case,CBI Independence,Political Interference,Rule of Law,CVC",Vineet Narain v. Union of India,1998.0,CBI must act without fear or favour; political executive cannot interfere in criminal investigation; CVC must be independent,Subramanian Swamy v. Director CBI,2014.0,Right to investigate corruption must be free from political influence; prior sanction for prosecution cannot be used to shield corrupt officers,High,Landmark Cases - Anti-Corruption,1997,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-276,Landmark Case,Right to Information,2003,Dinesh Trivedi MP v. Union of India,The citizens of this country have a right to know about the affairs of the government. The concept of an open government is the direct emanation from the right to know — Supreme Court 2003,Pre-RTI Act case establishing right to information from constitutional sources. SC held that Article 19(1)(a) includes the right of citizens to know about government affairs. This judicial foundation paved the way for the Right to Information Act 2005.,"Right to Information,Open Government,Article 19(1)(a),Transparency,Pre-RTI Act",Dinesh Trivedi MP v. Union of India,1997.0,Right to know is part of Article 19(1)(a); citizens have right to information about government affairs,Secretary Ministry of Information v. Cricket Association of Bengal,1995.0,Airwaves are public property; right to broadcast is part of Article 19(1)(a),High,Landmark Cases - Right to Information,2003,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-277,Landmark Case,Right to Life,2010,Aruna Shanbaug v. Union of India,A person in a persistent vegetative state (PVS) can be allowed to die with dignity by withdrawing life-sustaining treatment. The concept of passive euthanasia is recognized. Active euthanasia remains impermissible — Supreme Court 2011,Aruna Shanbaug had been in PVS for 37 years after a brutal assault. Court recognized passive euthanasia (withdrawal of treatment) as legal under Article 21's right to die with dignity. Active euthanasia (administering lethal injection) remains illegal. Advanced directives ('living wills') were later fully recognized in Common Cause v. Union of India (2018).,"Euthanasia,Passive Euthanasia,Right to Die,Persistent Vegetative State,Article 21,Living Will",Aruna Shanbaug v. Union of India,2011.0,Passive euthanasia is legal; guidelines for withdrawal of life support for PVS patients laid down,Common Cause v. Union of India,2018.0,Advance directives (living wills) are legally valid; right to die with dignity is a Fundamental Right under Article 21,High,Landmark Cases - Right to Die with Dignity,2010,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-278,Landmark Case,Federalism,2018,Government of NCT Delhi v. Union of India,The elected government of Delhi represents the will of the people. The Lieutenant Governor is bound by the aid and advice of the Council of Ministers except in matters specifically provided in the Constitution — Constitutional Bench 2018,"Five-judge Constitution Bench resolved the LG-CM conflict in Delhi. Held that democratic governance demands that elected government has real power. LG cannot act contrary to Cabinet's advice in all matters (except Public Order, Police, Land). The principle of collective responsibility and constitutional trust must guide LG-CM relationship.","Delhi NCT,LG,Chief Minister,Article 239AA,Elected Government,Collective Responsibility",Government of NCT Delhi v. Union of India,2018.0,LG must act on Cabinet's aid and advice; elected government must have real executive power,Government of NCT Delhi v. Union of India,2023.0,Control over services — SC gave power to Delhi government; Parliament enacted amendment in 2023 reversing this,High,Landmark Cases - Delhi Governance,2018,Ministry of Home Affairs,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-279,Landmark Case,LGBTQ Rights,2018,Navtej Singh Johar v. Union of India,"Section 377 of BNS in so far as it criminalises consensual sexual conduct between adults of the same sex is unconstitutional as it violates the rights to liberty, dignity, autonomy, identity and equality guaranteed under Articles 14, 15, 19 and 21 — Five judge bench",Unanimously overruled Suresh Kumar Koushal (2013) which had reinstated Section 377. SC held that sexual orientation is a ground protected under Article 15; consensual adult relationships fall within the private sphere protected by Article 21; constitutional morality must prevail over social morality; history must be made to apologize to LGBTQ+ community.,"Section 377,LGBTQ,Sexual Orientation,Decriminalization,Article 15,Constitutional Morality",Navtej Singh Johar v. Union of India,2018.0,Section 377 BNS decriminalized for consensual adult same-sex relations; LGBTQ+ persons have equal constitutional rights,Suresh Kumar Koushal v. Naz Foundation,2013.0,(Wrongly decided — later overruled) Section 377 was reinstated; SC deferred to legislature,High,Landmark Cases - LGBTQ Rights,2018,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-280,Landmark Case,Right to Privacy,2017,K.S. Puttaswamy v. Union of India (Privacy Case),Privacy is a constitutionally protected right which emerges primarily from the guarantee of life and personal liberty in Article 21 of the Constitution. Privacy includes at its core the preservation of personal intimacies — Nine judge bench,"Most comprehensive constitutional judgment of recent decades. 9-judge bench unanimously overruled M.P. Sharma (1954) and Kharak Singh (1962). Privacy recognized as a Fundamental Right. Covers informational privacy, bodily integrity, dignity, and personal autonomy. Justice D.Y. Chandrachud's concurrence provided the most expansive analysis including sexual orientation.","Right to Privacy,KS Puttaswamy,Article 21,9-Judge Bench,Informational Privacy,Bodily Autonomy,Aadhaar",K.S. Puttaswamy v. Union of India,2017.0,Privacy is a Fundamental Right; M.P. Sharma and Kharak Singh overruled; multi-dimensional conception of privacy adopted,K.S. Puttaswamy v. Union of India (Aadhaar),2018.0,Aadhaar upheld partially; mandatory linkage for welfare schemes valid; Section 57 (private sector use) struck down,High,Landmark Cases - Privacy,2017,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-281,Landmark Case,Women Rights,2017,Joseph Shine v. Union of India,Section 497 BNS (adultery) is manifestly arbitrary and treats a woman as a chattel of her husband. Marriage does not mean surrender of identity. A woman's sexuality cannot be controlled by the State through criminal law — Five judge bench 2018,"Section 497 BNS punished a man for having sex with another man's wife — only the man could complain, not the wife, and the woman was never punished. SC struck it down as patriarchal, violating dignity, equality (Articles 14, 15, 21), and the woman's sexual autonomy. Marriage does not merge woman's identity with husband's.","Section 497,Adultery,Manifest Arbitrariness,Women's Autonomy,Sexual Autonomy,Article 21,Marriage",Joseph Shine v. Union of India,2018.0,Section 497 BNS (adultery) struck down — manifestly arbitrary; women are not chattel of husbands; sexual autonomy is a Fundamental Right,Shayara Bano v. Union of India,2017.0,Instant triple talaq struck down as manifestly arbitrary; women's dignity and equality must be protected in personal law,High,Landmark Cases - Women Rights,2017,Ministry of Home Affairs,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-282,Landmark Case,Environmental,2012,Lafarge Umiam Mining v. Union of India,Prior approval under Section 2 of the Forest Conservation Act 1980 is a mandatory condition precedent for any diversion of forest land. No authority can waive this requirement — Supreme Court 2011,"Mining in Meghalaya was proceeding on what was claimed to be non-forest land. SC held that the land was forest, the company had violated FCA 1980 by not obtaining prior approval, and the entire process of mining permission was vitiated. Clarified the definitional scope of 'forest' under the Godavarman definition.","Forest Conservation Act,Prior Approval,Forest Diversion,Forest Definition,FCA Compliance",Lafarge Umiam Mining v. Union of India,2011.0,Forest diversion without prior Central Government approval is void; post-hoc regularisation not permissible,T.N. Godavarman v. Union of India,1997.0,SC expanded forest definition to include all lands recorded as forest; Lafarge applied this expansively,High,Landmark Cases - Forest Law,2012,"Ministry of Environment, Forest and Climate Change",Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-283,Landmark Case,Recent Judgments 2020-2025,2020,Anuradha Bhasin v. Union of India,An order suspending internet access must satisfy the tests of necessity and proportionality. There can be no indefinite internet shutdown. Such orders must be reviewed periodically — Supreme Court 2020,"Government had shut down internet in J&K for over 100 days following Article 370 abrogation. SC held that freedom of speech via internet is protected under Article 19(1)(a); internet shutdowns must be temporary, necessary, and proportionate; orders must be published; review mechanism mandatory. This established the constitutional framework for internet shutdowns.","Internet Shutdown,Article 19(1)(a),Proportionality,Necessity,J&K,Periodic Review",Anuradha Bhasin v. Union of India,2020.0,"Internet shutdown orders must be published, time-limited, and subject to periodic review; internet access is protected under Article 19",Foundation for Media Professionals v. Union Territory of J&K,2020.0,4G internet must be restored in J&K; blanket restriction is disproportionate to security concerns,High,Recent Judgments - Internet Freedom,2020,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-284,Landmark Case,Recent Judgments 2020-2025,2021,In Re: Cognizance for Extension of Limitation (COVID-19),"In extraordinary situations, the Supreme Court exercising its powers under Article 142 can extend the period of limitation to do complete justice — Supreme Court 2020","During COVID-19 pandemic, SC suo motu extended all statutes of limitation for legal proceedings from March 2020 until further orders, to ensure that no party loses rights due to the pandemic. This demonstrated the SC's extraordinary power under Article 142 (complete justice) and its role as guardian of rights in national emergencies.","COVID-19,Limitation Extension,Article 142,Suo Motu,Pandemic,Complete Justice",In Re COVID-19 Limitation Extension,2020.0,SC extended limitation periods during pandemic using Article 142; extraordinary power for complete justice,MC Mehta v. Union of India (COVID),2021.0,"SC monitored COVID-19 oxygen supply, vaccine policy, and healthcare infrastructure using PIL jurisdiction",High,Recent Judgments - COVID-19 Jurisprudence,2021,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-285,Landmark Case,Recent Judgments 2020-2025,2021,Vikas Dubey Case — Encounter Deaths,The right to life under Article 21 applies even to persons accused of heinous crimes. Extrajudicial executions (fake encounters) violate Article 21 and the rule of law — Supreme Court 2021,"SC took suo motu cognizance of the Vikas Dubey encounter case where a gangster and his associates were killed by police in allegedly staged encounters. Appointed SIT for investigation. Reaffirmed that even the most dangerous criminal is entitled to the right to life and a fair trial; police cannot be judge, jury, and executioner.","Encounter Deaths,Fake Encounter,Article 21,Extrajudicial Execution,Rule of Law,SIT Inquiry",People's Union for Civil Liberties v. State of Maharashtra,2014.0,"Guidelines for encounter killings — mandatory FIR, magisterial inquiry, and suspension of involved officers",PUCL v. State of UP,2021.0,Vikas Dubey case SIT — encounter deaths require independent inquiry; Article 21 protects even accused,High,Recent Judgments - Encounter Deaths,2021,Ministry of Home Affairs,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-286,Landmark Case,Recent Judgments 2020-2025,2022,Janhit Abhiyan v. Union of India (EWS Reservation),The 103rd Constitutional Amendment providing 10% reservation for Economically Weaker Sections does not violate the basic structure of the Constitution. It does not violate the equality code or the 50% ceiling rule — Three judge majority 2022,5-judge bench upheld EWS reservation by 3:2 majority. Majority held: economic criterion alone can be the basis for classification; exclusion of SC/ST/OBC from EWS is not discrimination but recognition that they have their own reservation; 50% cap is a rule not an inviolable ceiling (dissent by Justices Trivedi and Bhat disagreed strongly).,"EWS Reservation,103rd Amendment,Janhit Abhiyan,10% Reservation,Basic Structure,50% Cap",Janhit Abhiyan v. Union of India,2022.0,EWS 10% reservation upheld 3:2; economic criterion valid for reservation; 50% cap can be crossed in exceptional circumstances,M. Nagaraj v. Union of India,2006.0,"Reservation provisions must satisfy test of backwardness, inadequacy, and overall administrative efficiency",High,Recent Judgments - EWS Reservation,2022,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-287,Landmark Case,Recent Judgments 2020-2025,2022,Union of India v. Mohit Mineral Pvt Ltd (GST Council),The recommendations of the GST Council are not binding on the Parliament of the Union or the State Legislatures. They are persuasive in nature. Both Parliament and State Legislatures have independent power to legislate under Article 246A — Supreme Court 2022,"A critical ruling on cooperative federalism in GST. Centre had argued GST Council recommendations were binding on States. SC held otherwise — both Centre and States have independent taxing power under Article 246A (inserted by 101st Amendment); GST Council is a recommendatory body, not a mandatory one. This preserved fiscal federalism within the GST framework.","GST Council,Article 246A,Fiscal Federalism,Cooperative Federalism,Binding Recommendations,101st Amendment",Union of India v. Mohit Mineral Pvt Ltd,2022.0,GST Council recommendations are persuasive not binding; Centre and States have equal and independent taxing power under Article 246A,State of Kerala v. Union of India,2023.0,States can challenge Centre's fiscal decisions in SC under Article 131; fiscal federalism is justiciable,High,Recent Judgments - GST Federalism,2022,Ministry of Finance,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-288,Landmark Case,Recent Judgments 2020-2025,2023,In Re Article 370 of the Constitution,Article 370 was a temporary provision. Jammu & Kashmir did not retain any element of sovereignty when it acceded to India. The President acting under Article 370(3) could abrogate the entire Article without the concurrence of the Constituent Assembly of J&K which had ceased to exist — Five judge bench 2023,"SC upheld abrogation of Article 370 by a unanimous 5-judge bench. Key holdings: J&K's accession was complete and full; Article 370 was a transitional provision; after J&K Constituent Assembly dissolved, the President could abrogate Article 370; however, the downgrade of J&K to UT and separation of Ladakh as another UT were also upheld. Statehood for J&K to be restored at earliest.","Article 370,J&K,Abrogation,Temporary Provision,Sovereignty,Statehood Restoration",In Re Article 370,2023.0,Article 370 abrogation upheld; J&K had no internal sovereignty; statehood to be restored at appropriate time; elections by September 2024 directed,Prem Nath Kaul v. State of J&K,1959.0,Article 370 is transitional; J&K Constituent Assembly had limited power to determine extent of constitutional application,High,Recent Judgments - Article 370,2023,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-289,Landmark Case,Recent Judgments 2020-2025,2023,Subhash Desai v. Principal Secretary Governor of Maharashtra (Shinde-Thackeray),The Speaker cannot decide disqualification petitions filed against members who have supported the removal of the Speaker. The constitutional scheme envisages a fair hearing — Five judge bench 2023,The Maharashtra political crisis saw rebel Shiv Sena MLAs led by Eknath Shinde claim the real Shiv Sena. SC held: Governor was wrong to call floor test; Speaker cannot hear disqualification petitions against members who moved his removal; issue of 'real party' must be decided by EC; but original government could not be restored as trust vote was held.,"Maharashtra Political Crisis,10th Schedule,Anti-Defection,Speaker Bias,Floor Test,Eknath Shinde,Uddhav Thackeray",Subhash Desai v. Principal Secretary Governor of Maharashtra,2023.0,Speaker cannot decide disqualification when facing removal; Governor cannot call floor test arbitrarily; EC decides party symbol disputes,Nabam Rebia v. Deputy Speaker,2016.0,Speaker cannot hear disqualification petitions when a notice for their own removal is pending,High,Recent Judgments - Anti-Defection Political Crisis,2023,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Modified,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-290,Landmark Case,Recent Judgments 2020-2025,2023,State of Punjab v. Principal Secretary to Governor of Punjab,The Governor cannot indefinitely withhold assent to Bills passed by the State Legislature. The Governor's role is constitutional; they are not a free agent. Acting contrary to the constitutional scheme and withholding assent without any explanation is unconstitutional — Supreme Court 2023,"Punjab Governor had withheld assent to 7 Bills passed by the state legislature for an indefinite period. SC held that under Article 200, the Governor cannot create a 'pocket veto' — indefinitely withholding assent without action is unconstitutional. Governor must either assent, withhold (with reasons once), or reserve for President's consideration within a reasonable time.","Governor Pocket Veto,Article 200,Assent,State Legislation,Governor vs State Government",State of Punjab v. Principal Secretary to Governor,2023.0,Governor's indefinite withholding of assent is unconstitutional; must act within reasonable time under Article 200,In Re Article 200 of Constitution,2023.0,SC issued comprehensive guidelines for Governor's exercise of powers under Article 200; pocket veto is impermissible,High,Recent Judgments - Governor Assent,2023,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Modified,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-291,Landmark Case,Recent Judgments 2020-2025,2023,Anoop Baranwal v. Union of India (Election Commissioner Appointment),"The appointment of the Chief Election Commissioner and Election Commissioners shall be made by the President on the advice of a Committee consisting of the Prime Minister, the Leader of Opposition, and the Chief Justice of India until Parliament enacts a law — Supreme Court 2023",SC 5-judge bench held that absence of a law governing ECI appointments created a constitutional vacuum. Invoked Articles 142 and 324 to fill this vacuum by directing that appointments be made by a 3-member committee until Parliament legislates. Parliament responded by passing the Chief Election Commissioner and Other Election Commissioners Act 2023 excluding the CJI from the committee.,"Election Commissioner Appointment,Anoop Baranwal,Article 324,Committee,CJI,PM,Leader of Opposition,Independence of ECI",Anoop Baranwal v. Union of India,2023.0,"3-member committee (PM, LOP, CJI) for ECI appointments directed; Parliament subsequently excluded CJI by legislation",T.N. Seshan v. Union of India,1995.0,Independence of ECI is essential for free and fair elections; institutional design must protect it,High,Recent Judgments - ECI Appointment,2023,Ministry of Law and Justice,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Modified,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
IND-292,Landmark Case,Recent Judgments 2020-2025,2024,Sukanya Shantha v. Union of India (Prison Caste Discrimination),"The Caste-based discrimination in prisons through classification of prison work, segregation of barracks, and differential treatment of prisoners based on caste, as found in various Prison Manuals, is unconstitutional and violates Articles 14, 15, 17, 21, and 23 of the Constitution — Supreme Court 2024",A journalist's article exposed caste discrimination in Rajasthan's prison manual (specifying that Balmikis should clean toilets; caste determines prison work allocation; separate eating areas). SC struck down these provisions in all state prison manuals. Directed states to revise prison manuals within 3 months to eliminate caste-based discrimination.,"Prison Caste Discrimination,Article 17,Untouchability,Prison Manual,Caste Classification,Article 15",Sukanya Shantha v. Union of India,2024.0,"Caste discrimination in prison manuals is unconstitutional; violates Articles 14, 15, 17, 21, 23; states directed to amend all prison manuals",Sunil Batra v. Delhi Administration,1980.0,Prisoners retain their Fundamental Rights; barbaric prison conditions violate Article 21,High,Recent Judgments - Caste Discrimination Prisons,2024,Ministry of Law and Justice / Respective Ministry,Not applicable,Not applicable,Subject to applicable constitutional/statutory limitations.,Related constitutional/statutory provisions as applicable.,Bench Strength Not Specified,Upheld,https://www.indiacode.nic.in/ / Supreme Court Archives,Constitutional / Statutory Mandate,Active
